label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
4	625 m^2	1.033	Fresno	Track & Field	1.35	-0.0429	1070	110	-232	1.3292	-919	Bioinformatics	467
3	-1567 m^2	-0.0795	San Bernardino	football	-0.013	1.187	897	-1223	-233	-0.5002	-722	Robotics Engineering	835
3	-320 m^2	0.3522	San Bernardino	basketball, football	0.3992	1.0303	-62	536	2643	1.7284	1341	Technology and Information Management	-44
0	1625 m^2	1.4132	Chula Vista	ice hockey	0.7943	0.6282	134	1491	222	0.3175	-299	Computational Media	965
3	-1303 m^2	-0.5507	San Diego	soccer, football	-0.1004	0.5329	108	422	232	2.9772	650	Robotics Engineering	92
3	-575 m^2	n/a	San Jose	basketball	0.1428	1.3245	290	429	2042	0.3852	-634	Robotics Engineering	919
1	1009 m^2	1.6456	Santa Clarita	motor sports	0.6055	0.4486	-818	597	1211	-0.1615	-215	Computer Science	154
5	-1692 m^2	0.6101	Sacramento	running	1.1868	-0.0598	554	-53	-474	0.3283	982	Natural Language Processing	572
2	1673 m^2	0.5148	Bakersfield	volleyball	0.3713	0.2243	151	1476	1268	2.1005	1234	Games and Playable Media	-826
0	95 m^2	1.6886	Riverside	tennis	1.4061	0.4059	-1725	366	418	-0.3085	1815	NULL	-1480
1	1611 m^2	0.2355	Santa Clarita	motor sports	1.3032	1.1962	-259	184	1082	-0.0716	165	COMPUTER SCIENCE	1013
1	932 m^2	-0.593	Santa Clarita	motor sports	0.9272	-0.1031	883	-1036	1777	1.6324	585	Computer Science	-322
3	-57 m^2	-0.021	Modesto	soccer	0.1789	0.4859	955	-1007	1212	-0.0352	1255	Statistics	901
5	1771 m^2	-0.5071	Sacramento	golf	1.646	-0.0388	371	-682	1633	-0.0021	1560	Natural Language Processing	1440
0	485 m^2	0.9701	Riverside	ice hockey	0.7301	-0.181	-598	8	47	-0.2153	12	Computer Engineering	-238
0	888 m^2	1.7218	Riverside	tennis	1.0734	0.7561	503	-362	582	1.8876	1144	Computational Media	470
3	n/a	1.3681	San Bernardino	football	-0.1918	0.2859	1173	1570	-668	-0.4419	-74	Technology and Information Management	245
3	310 m^2	-0.2207	San Bernardino	soccer	1.492	1.0639	-265	330	-1395	-0.2445	330	TECHNOLOGY AND INFORMATION MANAGEMENT	-144
0	1050 m^2	0.8351	Los Angeles	ice hockey	-0.3261	0.673	-828	481	-609	0.7652	619	Computer Engineering	442
5	-690 m^2	1.1089	Irvine	golf	0.4058	0.381	-543	37	-41	-0.4056	703	Technology and Information Management	-1012
2	224 m^2	0.3037	San Jose	boxing	1.2566	0.201	-498	916	2576	1.3786	1679	Statistics	245
0	-457 m^2	0.6163	Los Angeles	ice hockey	0.5346	1.0697	-761	512	436	0.1761	1308	Data Science	1516
0	909 m^2	0.5825	Riverside	ice hockey	0.9906	0.4982	511	415	-982	-0.0346	519	Data Science	893
4	1702 m^2	0.1695	fRESNO	track & field	-0.8057	0.9705	1778	-190	617	-0.1687	-31	Bioinformatics	815
4	1647 m^2	1.2568	San Francisco	track & field	-0.2413	1.4355	6	609	-1653	1.9483	400	Human Computer Interaction	-38
0	57 m^2	0.9921	Riverside	ice hockey	-0.2377	1.2093	-785	2277	1189	0.2405	168	Computer Game Design	-216
4	-786 m^2	0.8778	San Francisco	badminton	1.2598	-0.3213	-1523	1719	2371	0.1569	-94	Human Computer Interaction	42
5	710 m^2	-0.3586	Irvine	golf	-0.1543	-0.0051	1318	1011	45	-1.3145	212	Natural Language Processing	-206
1	1543 m^2	1.4598	Santa Clarita	motor sports	0.8166	0.2737	766	-756	329	0.16	-77	Computer Science	670
3	1649 m^2	-0.0857	San Diego	running	-0.1999	1.3399	786	-901	-143	1.791	2090	Robotics Engineering	-355
2	399 m^2	-0.9989	Stockton	baseball	0.1933	1.3566	-1877	-268	1508	0.9437	1140	games and playable media	-1083
5	704 m^2	-0.2764	Irvine	running	0.9153	1.2239	-202	1269	491	-0.1415	762	Bioinformatics	1203
5	7 m^2	-0.2594	Sacramento	running	-1.4183	-0.3574	1946	-70	-1422	1.3213	1888	Natural Language Processing	190
2	759 m^2	-0.1978	Santa Ana	boxing, volleyball	0.593	0.8073	2850	201	193	1.1693	1062	Statistics	616
4	2452 m^2	1.0525	Fresno	badminton	0.0262	1.1753	610	-59	922	1.1678	712	Bioinformatics	1056
2	620 m^2	0.5672	Bakersfield	boxing, volleyball	-0.343	1.0072	463	2238	-1070	1.8143	1360	Games and Playable Media	876
3	1086 m^2	0.2727	San Diego	football, soccer	-0.2741	1.9187	1039	1340	1777	1.2093	1391	Robotics Engineering	-113
4	1931 m^2	2.0032	San Francisco	track & field	-0.712	0.5172	1837	1928	1109	0.6994	625	Bioinformatics	2147
2	1145 m^2	-0.3845	Stockton	boxing	0.0885	1.3335	990	594	1036	1.6118	1059	Statistics	-396
3	1751 m^2	-0.3572	Modesto	soccer, basketball	0.6252	0.5647	962	945	1816	1.3305	1645	Robotics Engineering	-106
0	302 m^2	1.3997	Bakersfield	ice hockey	1.058	0.8023	-1492	688	-79	1.4662	962	Human Computer Interaction	-870
5	711 m^2	0.1086	San Jose	golf	-1.2234	-0.0263	1059	345	-223	1.4786	814	Bioengineering	-107
0	1134 m^2	-0.2365	Fremont	ice hockey	1.6394	2.7776	-1040	-812	672	0.7124	-445	Data Science	-8
5	1646 m^2	0.2478	Long Beach	golf	1.1263	0.3328	-1434	859	515	0.05	-252	Natural Language Processing	346
1	2056 m^2	1.5979	Santa Clarita	motor sports	-0.7813	0.7242	-562	-67	-72	0.7577	611	Computer Science	-667
5	1507 m^2	0.6567	Sacramento	golf	0.1546	1.1266	-449	-1429	-855	0.9932	307	natural language processing	954
4	363 m^2	1.1539	Anaheim	badminton	-0.0431	-0.5069	399	1824	1509	1.052	-25	Human Computer Interaction	603
0	500 m^2	0.5501	LOS ANGELES	tennis	0.7379	1.4253	990	1176	?	1.0808	490	Data Science	781
2	-487 m^2	0.3778	Oakland	boxing, volleyball	-0.2166	-0.0009	1586	30	589	-0.3266	None	Games and Playable Media	-89
0	-192 m^2	0.0546	Fremont	tennis	0.758	1.425	1802	1385	-1004	0.1352	-70	Computer Science	926
2	1567 m^2	0.7073	Oakland	volleyball	1.3826	0.6873	2670	-213	200	1.3964	683	Statistics	-19
3	28 m^2	-0.9483	San Bernardino	basketball	1.7902	1.3766	1960	2273	54	0.1058	1164	Robotics Engineering	-1355
1	-612 m^2	1.0559	Santa Clarita	motor sports	0.4003	-0.365	116	49	303	-1.7688	854	Computer Science	620
0	134 m^2	0.7312	Los Angeles	ice hockey	0.703	1.6019	1423	499	280	0.7207	1432	Computer Game Design	?
4	-866 m^2	0.42	Moreno Valley	track & field	-0.377	-0.6137	62	402	1806	-0.3878	117	Computer Science	1351
2		-0.7384	Bakersfield	baseball, boxing	0.3023	1.9212	-4	-299	-605	-0.3829	-1571	Games and Playable Media	-1171
2	1348 m^2	1.4328	Stockton	volleyball	-1.4658	0.2281	895	2252	-317	1.4122	929	Games and Playable Media	-585
4	1240 m^2	-0.5107	Santa Clarita	track & field	1.0198	1.723	806	1238	2079	0.4051	397	Human Computer Interaction	1559
4	-632 m^2	0.2002	Moreno Valley	track & field	0.3242	1.4729	1204	-1171	-205	0.9027	1857	Human Computer Interaction	1247
0	-917 m^2	0.3341	Chula Vista	ice hockey	0.9822	1.383	734	1182	830	-0.2899	1325	Computational Media	-1083
3	-479 m^2	0.0624	San Diego	soccer, basketball	1.1178	0.219	843	1518	936	1.6806	-606	Biotechnology	1077
2	803 m^2	0.7786	Bakersfield	baseball, volleyball	0.764	0.9942	-1090	-1318	1835	-1.6169	-402	Games and Playable Media	174
4	1137 m^2	0.3314	Fresno	badminton	-0.7553	0.1348	1386	-437	1966	-0.2395	-327	Human Computer Interaction	470
0	469 m^2	1.2359	Fremont	tennis	1.6243	0.5891	775	739	446	2.286	206	Biotechnology	152
0	90 m^2	0.9555	Fremont	ice hockey	1.2021	0.7221	369	-736	-819	1.3968	485	Computer Science	1072
1	1512 m^2	0.2935	Santa Clarita	motor sports	0.3203	-0.33	-151	1249	137	-1.6785	1240	Computer Science	-389
0	-90 m^2	0.9488	Fremont	ice hockey	1.1351	1.168	-374	-165	384	-0.6838	-9	Applied Mathematics	268
0	-814 m^2	0.0868	Los Angeles	tennis	1.2229	-0.4173	-880	1428	-807	-0.1619	847	Computational Media	26
4	1346 m^2	-0.6964	San Francisco	badminton	0.0456	0.4207	442	1132	1316	0.5878	-1473	Computer Science	1042
5	1363 m^2	0.6264	Long Beach	golf	0.0047	0.1108	-924	1792	-544	-0.4455	434	NATURAL LANGUAGE PROCESSING	-246
0	-1134 m^2	0.5141	Los Angeles	ice hockey	1.2068	-0.6936	-605	-1235	1078	-0.8388	824	Data Science	1539
2	200 m^2	2.1239	Stockton	motor sports	0.1178	1.0873	1064	1895	739	-0.4617	671	Games and Playable Media	-843
3	1030 m^2	0.5072	San Diego	soccer	1.686	1.5323	262	867	469	0.9992	990	Technology and Information Management	1882
2	-154 m^2	0.2242	Stockton	baseball, volleyball	1.5525	1.5603	291	-6	903	1.2401	952	Games and Playable Media	-2402
5	1162 m^2	2.3447	Irvine	running	1.4252	0.7212	-119	-560	-1470	-0.0092	1019	Electrical Engineering	-772
4	635 m^2	1.1921	San Francisco	track & field	0.6863	1.1139	704	509	-1024	0.5101	-597	Bioinformatics	377
1	-291 m^2	1.2589	Santa Clarita	motor sports	1.9082	0.0704	11	-315	546	-0.2387	1065	Computer Science	-6
1	1517 m^2	0.4411	Santa Clarita	motor sports	2.0215	0.5421	-1658	904	135	0.9308	-808	COMPUTER GAME DESIGN	500
4	1286 m^2	2.4445	Anaheim	badminton	1.8588	0.2922	867	-95	160	-0.4249	457	Bioinformatics	941
4	822 m^2	1.654	San Francisco	track & field	-0.0549	0.254	664	-2060	834	2.9376	727	Human Computer Interaction	-117
2	1975 m^2	-0.2672	Oakland	baseball, volleyball	-0.1521	0.4684	425	1293	1237	0.5331	-20	Statistics	80
3	-1007 m^2	-1.1885	San Jose	basketball	0.4979	0.9838	1296	2141	-677	0.3198	570	Biotechnology	216
5	1132 m^2	-0.0984	Long Beach	running	0.1474	0.3288	-332	1675	463	1.0516	1671	Bioengineering	-530
1	1015 m^2	0.9143	Santa Clarita	motor sports	0.0362	0.9863	970	-1151	2951	0.472	383	Computer Science	155
3	423 m^2	-0.1979	San Diego	basketball	0.4169	0.6048	1692	-577	1089	-0.1085	916	Technology and Information Management	57
5	1568 m^2	0.5027	Long Beach	golf	-0.5227	-0.2264	-352	-253	1237	-1.7049	-469	Natural Language Processing	68
2	577 m^2	0.0329	Stockton	volleyball	0.5872	0.287	179	-1136	1901	-0.122	1459	Statistics	145
5	-776 m^2	0.6688	Irvine	running	1.0921	-0.5383	N/A	1424	1101	2.8289	1364	Bioengineering	178
2	785 m^2	-0.4375	Oakland	volleyball, boxing	1.4522	1.7237	474	-97	711	1.7517	1707	Statistics	-143
4	2812 m^2	0.6338	Moreno Valley	track & field	0.2586	0.6144	-806	1763	895	-0.0709	-541	Human Computer Interaction	658
2	-44 m^2	0.1723	Bakersfield	baseball	0.5165	-0.2834	277	1753	2302	0.3754	2115	Robotics Engineering	312
2	1228 m^2	1.5402	Stockton	volleyball, baseball	-0.1397	0.6498	1381	-48	768	1.3098	-1196	Games and Playable Media	-1240
2	910 m^2	0.5424	Oakland	volleyball, baseball	-0.3606	0.9482	2463	960	-490	-1.7261	447	Games and Playable Media	1617
3	-246 m^2	0.011	San Bernardino	golf	0.8508	0.9116	-119	210	934	1.1264	165	Computational Media	214
2	1584 m^2	0.1363	Bakersfield	boxing, volleyball	1.2083	1.277	1167	1809	-643	-0.2683	1737	Games and Playable Media	1077
5	689 m^2	-0.0146	Long Beach	golf	0.216	-0.0637	1715	-774	-592	-0.6669	987	Electrical Engineering	-375
2	2061 m^2	0.588	Santa Ana	volleyball, baseball	0.0878	0.8609	682	320	312	-1.4228	NULL	Statistics	641
1	317 m^2	1.8959	Santa Clarita	motor sports	0.0266	0.6722	-248	913	259	-0.7419	554	Computer Science	174
1	1329 m^2	0.0109	Santa Clarita	motor sports	0.6721	0.1693	1503	-1245	1745	-0.8239	139	Computer Science	-142
1	1812 m^2	0.4419	Santa Clarita	motor sports	-0.4069	0.3967	-1163	59	2115	-0.8964	2164	Computer Science	146
4	-1278 m^2	1.8361	Fresno	badminton	1.3951	-0.8246	136	-769	1959	-0.2678	405	Human Computer Interaction	405
2	-190 m^2	0.9665	Stockton	boxing, volleyball	0.2103	0.8662	-546	1755	-525	0.5844	1398	Statistics	243
0	-803 m^2	2.4258	Fremont	tennis	1.834	0.4328	722	-485	-480	0.4564	1158	Data Science	30
5	406 m^2	-0.1244	Long Beach	golf	1.0317	1.3587	-615	-169	86	-0.5051	1048	Bioengineering	1494
2	1361 m^2	0.8978	Oakland	volleyball, baseball	-0.0646	0.2153	438	1162	218	0.1786	1404	Statistics	423
4	1166 m^2	1.7517	Moreno Valley	track & field	-0.6912	0.3525	735	-742	1252	0.7313	1020	Human Computer Interaction	2384
0	876 m^2	1.3748	Fremont	ice hockey	0.511	0.8949	-1222	-16	372	-1.8008	738	Computer Game Design	-63
0	63 m^2	0.7279	Modesto	tennis	0.4789	0.3239	-809	-1731	716	-0.0228	1718	Computational Media	-441
5	-95 m^2	-0.2541	Irvine	golf	-1.0177	?	114	NULL	142	1.4485	161	Bioengineering	-1111
0	-52 m^2	0.0173	Los Angeles	tennis	0.1015	0.7314	-196	1641	-919	-0.7246	918	Natural Language Processing	53
1	187 m^2	0.688	Santa Clarita	motor sports	-0.2657	-0.7026	121	-838	1461	0.3292	289	COMPUTER SCIENCE	764
3	157 m^2	-0.7958	San Bernardino	basketball	1.0162	1.8594	1472	-1277	1519	-0.5019	555	Statistics	-1236
1	1820 m^2	1.0491	Santa Clarita	motor sports	0.0127	0.8742	494	-368	617	-2.2116	2229	Computer Science	293
1	944 m^2	0.6683	Santa Clarita	motor sports	0.2808	1.2676	1935	2788	-462	1.3144	869	Computer Science	-109
0	-1126 m^2	0.0695	Los Angeles	ice hockey	0.2548	1.6368	191	164	-1437	0.7891	-68	Computer Engineering	304
0	-62 m^2	0.4371	Los Angeles	ice hockey	0.0645	0.2685	-416	841	-1663	-0.1201	1477	Technology and Information Management	-276
0	-269 m^2	0.7483	Chula Vista	ice hockey	1.4077	1.7591	-69	-1792	2061	1.1023	875	Data Science	104
3	727 m^2	-0.5102	San Jose	football, soccer	0.2506	0.7726	-236	-1540	357	-0.7904	647	Biotechnology	789
3	-421 m^2	0.5617	San Diego	soccer, football	0.3656	1.114	69	-439	1209	0.6628	-83	Computer Engineering	1345
3	981 m^2	1.1023	San Bernardino	football, soccer	0.6976	1.989	1573	-344	-213	0.1303	597	Applied Mathematics	-473
5	1789 m^2	-0.0749	Irvine	RUNNING	1.685	1.6372	-1096	1971	-162	1.1282	-64	Bioengineering	230
0	962 m^2	0.6239	Riverside	golf	-0.5871	1.5056	-32	862	1779	0.1443	-864	Computer Science	179
2	1606 m^2	0.1135	Bakersfield	boxing	-0.3117	0.7584	148	1353	2488	0.6581	2552	Statistics	412
0	-245 m^2	1.413	Los Angeles	ice hockey	0.9335	0.3636	-1544	598	-683	-0.528	-279	Applied Mathematics	-66
5	761 m^2	-0.0376	Sacramento	running	0.9644	0.1865	-108	-1448	-630	-0.2594	1895	Applied Mathematics	319
1	780 m^2	-0.7349	Santa Clarita	motor sports	0.3792	0.7847	-798	580	1044	-0.6983	2665	Computer Science	303
1	2292 m^2	-0.8194	Santa Clarita	motor sports	0.4871	1.0706	-587	490	2095	0.771	385	Computer Science	25
3	730 m^2	0.4189	Modesto	basketball, soccer	0.7728	0.737	-275	580	338	2.0363	258	Robotics Engineering	576
4	-13 m^2	0.0525	Anaheim	badminton	0.7923	1.5241	2016	944	-135	-0.139	986	Human Computer Interaction	8
4	147 m^2	1.2376	Fresno	badminton	0.1755	1.1029	1238	2459	614	0.1917	1455	Bioinformatics	148
0	483 m^2	0.1011	Los Angeles	track & field	-0.4404	-0.9345	1687	40	477	0.7858	158	Computational Media	-209
3	1013 m^2	0.0908	San Diego	soccer, football	1.3117	-0.236	-101	-129	1508	-0.81	2651	Robotics Engineering	716
0	-520 m^2	0.9363	Los Angeles	ice hockey	-0.4122	0.4722	-491	1059	-185	-0.4053	1244	Computer Game Design	1492
2	1134 m^2	1.2947	Santa Ana	volleyball	0.3307	0.0403	434	2910	1350	0.8453	-179	Games and Playable Media	583
2	-1052 m^2	-0.4504	Bakersfield	baseball	0.3229	1.7854	1824	-21	1870	0.5085	1445	Human Computer Interaction	422
0	1935 m^2	-0.2541	Los Angeles	tennis	0.8323	0.9711	544	1327	650	-0.169	407	Applied Mathematics	-628
1	326 m^2	0.5917	Santa Clarita	motor sports	-0.5474	0.785	-634	1255	1944	0.7165	681	Computer Science	-1034
0	1004 m^2	0.1803	Chula Vista	motor sports	0.3092	0.1597	618	2189	-1321	-0.3591	1402	Applied Mathematics	451
1	1916 m^2	-0.0268	Santa Clarita	motor sports	0.7903	0.3808	-587	-697	2669	-0.5025	980	Computer Science	-23
4	-554 m^2	0.9121	San Francisco	track & field	0.2146	-0.8337	896	525	-749	-0.0057	-717	Bioinformatics	-410
4	647 m^2	-0.0617	Fresno	Track & Field	-0.7721	-0.1274	579	603	-141	2.7047	257	bIOINFORMATICS	479
2	-396 m^2	0.7692	Santa Ana	BOXING, BASEBALL	0.3442	0.9661	1415	8	665	1.5569	-140	Games and Playable Media	-115
1	-367 m^2	1.9494	Santa Clarita	motor sports	1.6817	-0.8754	-644	1274	818	-0.7059	2515	Computer Science	-261
2	-105 m^2	-0.549	Oakland	volleyball, baseball	-0.3519	0.4298	-529	-829	1705	-0.629	1052	Games and Playable Media	-295
1	903 m^2	1.5986	Santa Clarita	MOTOR SPORTS	1.4293	0.8429	-812	378	536	-0.5959	908	Computer Science	-137
5	1711 m^2	0.0947	Irvine	running	-1.1391	0.8865	-871	-934	823	-0.1074	1357	Natural Language Processing	-415
2	N/A	0.8131	Oakland	baseball	0.8787	1.165	1780	212	1158	1.4346	449	Games and Playable Media	1090
2	1071 m^2	0.3181	Oakland	volleyball	-0.1469	0.1665	1104	N/A	1550	-0.7623	723	Statistics	-240
4	83 m^2	1.1089	Fresno	track & field	1.2102	0.0176	1263	1752	1904	1.48	-242	Bioinformatics	1103
2	-374 m^2	0.7477	Bakersfield	volleyball	-0.6102	0.9439	2718	700	1365	0.9673	633	Games and Playable Media	300
3	873 m^2	1.3099	Modesto	football, basketball	0.8684	2.2424	2087	None	-269	0.6484	516	Technology and Information Management	-1497
2	612 m^2	-0.0076	Oakland	boxing, baseball	-0.0329	0.0984	1745	-103	1856	0.3278	122	Statistics	263
2	-301 m^2	1.1235	Stockton	volleyball	0.8651	1.0301	2612	832	1836	1.8236	1204	statistics	-1089
4	1660 m^2	0.4812	Anaheim	badminton	0.5025	1.5162	273	888	1746	-0.881	449	Human Computer Interaction	-21
0	328 m^2	2.386	Fremont	tennis	0.4086	0.676	-360	1054	664	1.2539	269	Bioinformatics	-253
3	-838 m^2	1.0194	Modesto	football, soccer	1.8179	1.9523	-6	107	193	0.5221	1034	ROBOTICS ENGINEERING	237
2	1843 m^2	0.7339	Santa Ana	baseball, volleyball	2.1261	0.6824	164	2577	-852	1.1932	-820	Games and Playable Media	-568
3	748 m^2	1.1183	San Diego	football	n/a	0.6953	1289	-327	1395	0.6736	1210	Biotechnology	-615
5	2563 m^2	0.4375	Irvine	golf	-0.0266	1.0618	-951	1115	1624	0.597	2181	Electrical Engineering	-474
3	434 m^2	0.0625	Modesto	football	0.439	0.2601	940	2125	250	0.8015	-171	Robotics Engineering	-395
0	32 m^2	0.7792	Riverside	tennis	-0.16	0.7509	-366	-537	183	1.391	658	Applied Mathematics	-322
4	2112 m^2	0.6945	Anaheim	track & field	-0.1547	1.0209	-355	202	-186	2.684	175	Human Computer Interaction	806
3	35 m^2	-0.6383	San Bernardino	basketball, football	1.6831	0.4114	982	-205	823	-0.5263	1966	Robotics Engineering	658
1	621 m^2		Santa Clarita	motor sports	0.2625	1.4359	921	-421	418	-0.6023	1328	Computer Science	593
0	647 m^2	0.8187	Riverside	ice hockey	0.391	0.6437	-317	-1700	380	-0.6803	-565	Computer Engineering	-1007
5	1426 m^2	-0.6641	Sacramento	GOLF	1.5154	-1.2368	-25	-288	-494	-0.1519	-13	Electrical Engineering	-343
4	591 m^2	-0.0598	Anaheim	track & field	-1.5339	1.4652	1248	748	1710	0.8034	440	Bioinformatics	743
2	757 m^2	-0.1408	Bakersfield	boxing	0.835	0.8737	704	548	485	1.3051	1866	Games and Playable Media	535
3	397 m^2	1.0725	San Bernardino	soccer, football	-0.7202	0.2162	2051	-271	-484	1.2718	249	N/A	804
5	82 m^2	0.8053	Sacramento	running	1.2377	0.2744	-550	69	-1107	0.927	2428	Bioengineering	-325
1	-249 m^2	-0.2473	Santa Clarita	motor sports	1.1743	0.0818	-194	?	487	0.3809	1022	bioinformatics	59
4	-445 m^2	0.6027	Long Beach	track & field	0.1967	-0.7101	-265	-263	828	1.648	N/A	Human Computer Interaction	-320
2	1773 m^2	0.4155	Santa Ana	boxing	0.2971	0.9462	-33	-277	1430	1.165	81	Games and Playable Media	200
3	1425 m^2	0.478	Modesto	soccer, basketball	-0.7234	0.5501	780	16	-1079	-0.5139	1120	Biotechnology	-593
5	948 m^2	0.6422	Irvine	running	1.4413	0.4021	-65	1085	318	-1.4983	300	Natural Language Processing	336
5	1107 m^2	-0.5853	Sacramento	golf	0.7355	-0.2028	-999	-1026	-1475	0.7004	1969	Electrical Engineering	366
0	257 m^2	-0.3838	Fremont	tennis	0.1849	0.915	-17	-240	-567	1.1793	1217	Applied Mathematics	245
3	820 m^2	-1.1216	San Bernardino	soccer, basketball	0.2891	1.4727	907	-1192	-268	0.9927	2277	Robotics Engineering	-748
2	1976 m^2	0.2201	Oakland	volleyball, baseball	0.1349	0.7775	1533	-1155	-23	0.729	316	Games and Playable Media	-584
1	1114 m^2	1.3539	Santa Clarita	motor sports	-0.0366	0.9789	-670	843	1222	0.3817	233	Computer Science	461
0	-80 m^2	0.9571	Riverside	ice hockey	2.4578	1.6089	-433	583	996	0.9364	-466	Applied Mathematics	796
5	1813 m^2	-0.0363	Irvine	N/A	NULL	0.1677	594	-676	553	0.6357	-1010	natural language processing	-305
1	224 m^2	0.5654	Santa Clarita	motor sports	-0.3717	0.3527	-279	1426	962	0.3785	338	Biotechnology	-337
1	2208 m^2	1.7235	Moreno Valley	motor sports	1.3268	-0.41	-701	-146	1564	1.1336	1393	Computer Science	-545
4	530 m^2	1.3541	San Francisco	badminton	0.7983	0.6915	955	1419	-28	1.1494	-851	Human Computer Interaction	191
0	282 m^2	1.6533	Chula Vista	ice hockey	1.4897	1.6002	1230	2557	-1079	1.1824	-534	Applied Mathematics	398
0	1650 m^2	1.6434	Fremont	tennis	-0.2916	0.2486	668	1931	1901	-1.1777	116	Data Science	459
4	-75 m^2	1.0991	Fresno	track & field	1.8456	0.7152	1696	591	540	0.8664	205	Statistics	-219
0	-599 m^2	1.2285	San Francisco	tennis	1.3733	1.0122	559	-2258	306	0.4946	1439	Data Science	285
5	974 m^2	0.5002	Irvine	golf	0.1611	0.3815	666	-575	-70	-0.7995	366	Natural Language Processing	-155
0	385 m^2	2.6583	Riverside	ice hockey	0.4179	0.6703	-1234	-2590	-190	1.4657	1403	Applied Mathematics	193
0	-877 m^2	1.9969	Riverside	ice hockey	2.4341	1.0976	258	1776	60	0.5996	306	Computational Media	613
2	1327 m^2	0.8023	Oakland	boxing, volleyball	-0.3433	0.9664	936	1227	2247	1.0467	515	Statistics	667
4	2036 m^2	0.5481	Anaheim	track & field	0.728	-0.1031	652	1554	1275	2.1895	1342	Human Computer Interaction	-76
1	597 m^2	0.4654	Santa Clarita	motor sports	-0.4729	0.3404	410	1161	72	1.4685	802	Computer Science	285
0	-462 m^2	0.7446	Riverside	ice hockey	0.4831	1.3017	461	632	781	1.3321	437	Games and Playable Media	-1809
5	1714 m^2	0.942	Sacramento	running	0.8932	0.4062	561	-2167	114	0.3802	194	Bioengineering	-692
1	1949 m^2	0.5533	Santa Clarita	motor sports	0.1921	0.336	-82	1515	246	-1.3338	-518	Computer Science	302
3	-599 m^2	-0.0112	San Jose	soccer, basketball	1.5806	-0.0344	169	184	-331	1.2118	752	Technology and Information Management	539
1	1948 m^2	0.4255	Santa Clarita	motor sports	-0.2464	-0.1461	1159	-80	-572	0.6248	166	Computer Science	264
0	-759 m^2	-0.8096	Chula Vista	tennis	0.5401	1.467	-232	1967	-251	1.1077	NULL	Computational Media	-446
0	-1352 m^2	0.304	Fremont	tennis	1.1164	2.3998	-283	-143	643		418	Computational Media	740
2	614 m^2	0.7973	Oakland	boxing	0.3867	0.1357	115	2352	889	0.7716	2267	Games and Playable Media	246
2	690 m^2	-0.1	Stockton	baseball	-0.921	1.3118	-293	971	1235	0.5764	257	Statistics	-97
4	928 m^2	1.5053	San Francisco	track & field	1.5209	-0.6891	2483	416	2929	1.3695	-815	Bioinformatics	1550
4	1132 m^2	1.7451	Fresno	badminton	0.4637	-0.7895	1319	1480	1352	-1.3185	36	Human Computer Interaction	72
1	326 m^2	0.7398	Santa Clarita	motor sports	-0.9057	-0.0677	102	769	1749	0.7215	2001	Computer Science	753
0	838 m^2	0.782	Chula Vista	ice hockey	1.1265	-0.2115	-145	-555	-1590	-0.2925	833	Robotics Engineering	113
3	198 m^2	1.0458	Modesto	basketball	0.6186	0.4666	2943	1054	1100	-0.2514	555	Statistics	1194
3	-125 m^2	-0.7782	San Jose	soccer, football	0.3761	0.3468	1397	1079	1063	-0.3183	801	Biotechnology	-99
2	777 m^2	0.802	Oakland	BOXING	0.1184	1.7984	-154	-392	-651	-0.2096	115	Biotechnology	69
5	805 m^2	0.1162	Irvine	golf	0.3028	0.256	412	496	-1494	0.142	-356	Natural Language Processing	279
0	631 m^2	0.9547	Los Angeles	ice hockey	1.8119	0.8345	-1110	181	-170	-0.7754	1058	Statistics	864
4	1414 m^2	0.2314	Moreno Valley	track & field	-0.1802	-0.6633	1091	2676	2322	-0.4124	888	Bioinformatics	1241
5	1182 m^2	0.0698	Sacramento	golf	-0.4476	-0.4913	38	-910	-144	0.903	1222	Electrical Engineering	-413
2	393 m^2	0.4856	Santa Ana	BASEBALL	0.5959	0.2096	850	-74	89	1.4408	2144	Robotics Engineering	27
1	822 m^2	-0.21	Santa Clarita	motor sports	0.4229	0.0636	1096	1443	1641	1.0606	244	Computer Science	-194
3	437 m^2	0.8327	San Diego	football	0.3691	0.3507	-1014	1730	1304	-0.3246	666	Computer Science	-798
0	-374 m^2	0.2801	Chula Vista	ice hockey	0.4929	1.7859	-197	1079	1429	-0.4709	1384	Computational Media	1108
1	1545 m^2	0.5574	Santa Clarita	motor sports	-1.2782	-0.9552	1385	1444	992	0.3561	327	Computer Science	435
2	1020 m^2	-0.5213	Bakersfield	boxing, baseball	1.3862	1.881	192	2110	2276	0.7737	2563	Games and Playable Media	463
4	191 m^2	0.7507	Moreno Valley	track & field	1.7352	0.1049	1040	1483	725	-0.398	215	Bioinformatics	-735
4	10 m^2	0.0328	Anaheim	track & field	-0.2002	1.4849	1003	1266	756	1.6772	-265	Human Computer Interaction	872
2	1339 m^2	0.3834	Bakersfield	baseball, volleyball	1.5774	1.0384	313	-872	1431	0.0648	196	Games and Playable Media	474
0	-1034 m^2	0.5694	fremont	tennis	?	1.8895	673	-173	-978	0.4804	1274	Applied Mathematics	569
4	1164 m^2	0.6626	Fresno	track & field	0.8068	0.5002	294	1524	-458	0.1566	431	Human Computer Interaction	-172
